supplier_gvkey,supplier_tic,customer_gvkey,customer_tic,amount,date,srcdate
30990.0,30990.0,14729,USA,20979.0,2023-01-24,2022-12-31
2751.0,2751.0,11264,WBA,20218.6,2013-08-01,2013-06-30
5180.0,5180.0,14729,USA,20151.516,2024-01-31,2023-12-31
7241.0,7241.0,1177,AET,19882.912,2017-02-09,2016-12-31
101310.0,101310.0,14729,USA,19225.0,2012-01-25,2011-12-31
1602.0,1602.0,7171,MCK,19035.0,2024-02-06,2023-12-31
101310.0,101310.0,14729,USA,18924.0,2014-01-29,2013-12-31
101310.0,101310.0,14729,USA,18592.0,2013-01-23,2012-12-31
1602.0,1602.0,31673,COR,18387.0,2025-02-04,2024-12-31
35653.0,35653.0,8530,PFE,17628.549,2022-03-30,2021-12-31
5180.0,5180.0,14729,USA,17521.656,2023-02-01,2022-12-31
30990.0,30990.0,14729,USA,17448.0,2022-01-25,2021-12-31
1602.0,1602.0,7171,MCK,17305.0,2023-01-31,2022-12-31
9818.0,9818.0,14729,USA,17077.259,2010-05-13,2010-03-31
30990.0,30990.0,14729,USA,16949.0,2020-01-21,2019-12-31
1602.0,1602.0,31673,COR,16625.0,2024-02-06,2023-12-31
6008.0,6008.0,14489,DELL,16595.04,2022-01-26,2021-12-31
2403.0,2403.0,7171,MCK,16422.0,2025-02-06,2024-12-31
30990.0,30990.0,14729,USA,16182.0,2021-01-26,2020-12-31
30990.0,30990.0,14729,USA,16165.0,2019-01-22,2018-12-31
101310.0,101310.0,14729,USA,15863.0,2011-01-27,2010-12-31
30990.0,30990.0,14729,USA,15573.0,2018-01-23,2017-12-31
31673.0,31673.0,7186,MHS,15241.336,2011-11-01,2011-09-30
1602.0,1602.0,7171,MCK,15187.0,2022-02-07,2021-12-31
18468.0,18468.0,4503,XOM,15021.9,2025-02-07,2024-12-31
116029.0,116029.0,4503,XOM,15021.9,2025-02-07,2024-12-31
2403.0,2403.0,7171,MCK,14851.98,2024-02-02,2023-12-31
2403.0,2403.0,7171,MCK,14843.2,2022-02-04,2021-12-31
2403.0,2403.0,7171,MCK,14770.88,2023-02-02,2022-12-31
295786.0,295786.0,160474,MEA,14762.0,2015-01-29,2014-12-31
35653.0,35653.0,8530,PFE,14744.154,2023-03-27,2022-12-31
30990.0,30990.0,14729,USA,14687.0,2017-01-24,2016-12-31
8530.0,8530.0,7171,MCK,14634.21,2025-02-04,2024-12-31
5180.0,5180.0,14729,USA,14469.102,2014-02-05,2013-12-31
31673.0,31673.0,7186,MHS,14031.716,2010-11-02,2010-09-30
2403.0,2403.0,31673,COR,14007.0,2025-02-06,2024-12-31
15509.0,15509.0,35959,UK,13887.0,2021-02-23,2020-12-31
1602.0,1602.0,7171,MCK,13779.0,2021-02-02,2020-12-31
5180.0,5180.0,14729,USA,13734.885,2013-02-06,2012-12-31
12384.0,12384.0,14729,USA,13553.0,2015-01-29,2014-12-31
5180.0,5180.0,14729,USA,13496.992,2012-02-07,2011-12-31
2403.0,2403.0,8530,PFE,13333.0,2025-02-06,2024-12-31
30990.0,30990.0,14729,USA,13330.0,2016-01-26,2015-12-31
6008.0,6008.0,14489,DELL,13237.39,2021-01-21,2020-12-31
2403.0,2403.0,7171,MCK,13180.58,2021-02-04,2020-12-31
2403.0,2403.0,31673,COR,13051.74,2024-02-02,2023-12-31
7171.0,7171.0,9155,RADCQ,13044.0,2010-05-03,2010-03-31
8479.0,8479.0,11259,WMT,12859.56,2025-02-04,2024-12-31
8479.0,8479.0,11259,WMT,12805.94,2024-02-09,2023-12-31
5180.0,5180.0,14729,USA,12787.674,2011-02-03,2010-12-31
18468.0,18468.0,4503,XOM,12665.12,2024-02-09,2023-12-31
116029.0,116029.0,4503,XOM,12665.12,2024-02-09,2023-12-31
14140.0,14140.0,50297,SPAI,12335.75,2025-02-05,2024-12-31
7171.0,7171.0,9155,RADCQ,12329.0,2011-05-03,2011-03-31
7171.0,7171.0,9155,RADCQ,12273.0,2012-04-30,2012-03-31
6008.0,6008.0,14489,DELL,12234.05,2020-01-23,2019-12-31
2403.0,2403.0,8530,PFE,12206.0,2024-02-02,2023-12-31
6008.0,6008.0,14489,DELL,11980.26,2023-01-26,2022-12-31
7186.0,7186.0,10903,UNH,11910.761,2012-02-21,2011-12-31
1602.0,1602.0,7171,MCK,11795.0,2020-01-30,2019-12-31
2403.0,2403.0,8530,PFE,11789.0,2023-02-02,2022-12-31
15509.0,15509.0,35959,UK,11767.0,2023-02-02,2022-12-31
18468.0,18468.0,4503,XOM,11468.4,2023-02-08,2022-12-31
116029.0,116029.0,4503,XOM,11468.4,2023-02-08,2022-12-31
7241.0,7241.0,25356,ESRX,11457.72,2013-02-06,2012-12-31
5180.0,5180.0,14729,USA,11434.252,2015-02-04,2014-12-31
1602.0,1602.0,7171,MCK,11434.0,2019-01-29,2018-12-31
5180.0,5180.0,14729,USA,11431.312,2022-02-09,2021-12-31
10920.0,10920.0,64768,AMZN,11382.579,2022-02-01,2021-12-31
10920.0,10920.0,64768,AMZN,11338.194,2023-01-31,2022-12-31
6008.0,6008.0,14489,DELL,11335.68,2019-01-24,2018-12-31
1602.0,1602.0,2751,CAH,11278.0,2025-02-04,2024-12-31
10920.0,10920.0,64768,AMZN,11255.524,2021-02-02,2020-12-31
7186.0,7186.0,10903,UNH,11214.611,2011-02-22,2010-12-31
15509.0,15509.0,35959,UK,10909.0,2022-02-22,2021-12-31
8530.0,8530.0,31673,COR,10816.59,2025-02-04,2024-12-31
2403.0,2403.0,8530,PFE,10762.0,2022-02-04,2021-12-31
10920.0,10920.0,64768,AMZN,10746.26,2025-01-30,2024-12-31
10920.0,10920.0,64768,AMZN,10733.044,2024-01-30,2023-12-31
3243.0,3243.0,160474,MEA,10707.0,2012-01-17,2011-12-31
2403.0,2403.0,2751,CAH,10626.0,2025-02-06,2024-12-31
1602.0,1602.0,7171,MCK,10625.0,2018-02-01,2017-12-31
2403.0,2403.0,2751,CAH,10351.38,2024-02-02,2023-12-31
6008.0,6008.0,14489,DELL,10303.32,2024-01-25,2023-12-31
5180.0,5180.0,14729,USA,10238.747,2018-02-07,2017-12-31
3243.0,3243.0,160474,MEA,10198.0,2011-01-18,2010-12-31
6008.0,6008.0,14489,DELL,10089.19,2025-01-30,2024-12-31
6008.0,6008.0,14489,DELL,10042.07,2026-01-22,2025-12-31
5180.0,5180.0,14729,USA,10005.203,2021-02-03,2020-12-31
3243.0,3243.0,160474,MEA,9995.0,2014-01-16,2013-12-31
3243.0,3243.0,160474,MEA,9993.0,2013-01-17,2012-12-31
8530.0,8530.0,7171,MCK,9944.32,2024-01-30,2023-12-31
5180.0,5180.0,14729,USA,9803.209,2020-02-05,2019-12-31
1602.0,1602.0,2751,CAH,9775.0,2024-02-06,2023-12-31
12384.0,12384.0,14729,USA,9762.0,2014-01-30,2013-12-31
1602.0,1602.0,7171,MCK,9710.0,2017-02-02,2016-12-31
2403.0,2403.0,2751,CAH,9693.39,2023-02-02,2022-12-31
2817.0,2817.0,1598,AME,9595.0,2011-01-27,2010-12-31
3243.0,3243.0,160474,MEA,9513.0,2015-01-15,2014-12-31
5180.0,5180.0,14729,USA,9498.849,2019-02-06,2018-12-31
8530.0,8530.0,7171,MCK,9490.74,2011-02-01,2010-12-31
295786.0,295786.0,160474,MEA,9474.0,2014-04-25,2013-12-31
2403.0,2403.0,2751,CAH,9277.0,2022-02-04,2021-12-31
2403.0,2403.0,8530,PFE,9168.0,2021-02-04,2020-12-31
11672.0,11672.0,38621,WEST,9017.6,2025-02-26,2025-01-31
2176.0,2176.0,11259,WMT,8979.911,2025-02-22,2024-12-31
2176.0,2176.0,11259,WMT,8943.19,2024-02-24,2023-12-31
8530.0,8530.0,2751,CAH,8907.78,2025-02-04,2024-12-31
25356.0,25356.0,10903,UNH,8833.377,2013-02-18,2012-12-31
1602.0,1602.0,7171,MCK,8766.0,2016-01-28,2015-12-31
8530.0,8530.0,7171,MCK,8765.0,2012-01-31,2011-12-31
10920.0,10920.0,64768,AMZN,8594.904,2020-01-30,2019-12-31
8530.0,8530.0,7171,MCK,8451.84,2017-01-31,2016-12-31
5180.0,5180.0,14729,USA,8434.807,2017-02-08,2016-12-31
8530.0,8530.0,7171,MCK,8407.36,2018-01-30,2017-12-31
1602.0,1602.0,2751,CAH,8319.0,2023-01-31,2022-12-31
8530.0,8530.0,7171,MCK,8280.0,2020-01-28,2019-12-31
2176.0,2176.0,11259,WMT,8247.395,2023-02-25,2022-12-31
2176.0,2176.0,11259,WMT,8159.25,2022-02-26,2021-12-31
11672.0,11672.0,38621,WEST,8132.55,2024-02-28,2024-01-31
6008.0,6008.0,14489,DELL,8100.0,2012-01-19,2011-12-31
2403.0,2403.0,2751,CAH,8078.42,2021-02-04,2020-12-31
8530.0,8530.0,7171,MCK,8047.05,2019-01-29,2018-12-31
8530.0,8530.0,7171,MCK,8026.4,2023-01-31,2022-12-31
1602.0,1602.0,7171,MCK,8011.0,2015-01-27,2014-12-31
2403.0,2403.0,8530,PFE,7929.0,2020-02-06,2019-12-31
6008.0,6008.0,5606,HPQ,7916.15,2020-01-23,2019-12-31
6008.0,6008.0,5606,HPQ,7902.4,2022-01-26,2021-12-31
24856.0,24856.0,7171,MCK,7833.36,2016-02-02,2015-12-31
6008.0,6008.0,5606,HPQ,7793.28,2019-01-24,2018-12-31
6008.0,6008.0,5606,HPQ,7786.7,2021-01-21,2020-12-31
11672.0,11672.0,38621,WEST,7767.997,2022-02-23,2022-01-31
1602.0,1602.0,2751,CAH,7681.0,2022-02-07,2021-12-31
156155.0,156155.0,1690,AAPL,7500.97,2026-01-08,2025-11-30
11672.0,11672.0,38621,WEST,7490.4,2023-02-22,2023-01-31
24856.0,24856.0,2751,CAH,7476.04,2025-02-11,2024-12-31
1602.0,1602.0,2751,CAH,7475.0,2019-01-29,2018-12-31
6008.0,6008.0,14489,DELL,7467.74,2013-01-17,2012-12-31
6008.0,6008.0,14489,DELL,7416.0,2011-01-13,2010-12-31
18468.0,18468.0,186989,MPC,7388.88,2015-02-04,2014-12-31
116029.0,116029.0,186989,MPC,7388.88,2015-02-04,2014-12-31
1602.0,1602.0,2751,CAH,7332.0,2021-02-02,2020-12-31
8530.0,8530.0,7171,MCK,7315.92,2022-02-08,2021-12-31
6946.0,6946.0,5073,GM,7207.0,2017-02-24,2016-12-31
180711.0,180711.0,1690,AAPL,7163.8,2023-12-07,2023-10-31
8530.0,8530.0,7171,MCK,7078.32,2013-01-29,2012-12-31
24856.0,24856.0,2751,CAH,7050.16,2024-02-06,2023-12-31
1602.0,1602.0,2751,CAH,7049.0,2018-02-01,2017-12-31
8530.0,8530.0,31673,COR,7019.52,2024-01-30,2023-12-31
156155.0,156155.0,1690,AAPL,7014.292,2025-01-10,2024-11-30
6008.0,6008.0,5606,HPQ,6935.94,2023-01-26,2022-12-31
6008.0,6008.0,5606,HPQ,6903.71,2018-01-25,2017-12-31
156155.0,156155.0,1690,AAPL,6857.819,2023-01-10,2022-11-30
6946.0,6946.0,5073,GM,6854.0,2018-02-22,2017-12-31
8530.0,8530.0,7171,MCK,6839.14,2016-02-02,2015-12-31
24856.0,24856.0,2751,CAH,6820.25,2023-02-02,2022-12-31
2403.0,2403.0,7171,MCK,6797.7,2020-02-06,2019-12-31
8530.0,8530.0,2751,CAH,6779.1,2011-02-01,2010-12-31
8530.0,8530.0,2751,CAH,6743.0,2012-01-31,2011-12-31
6946.0,6946.0,5073,GM,6734.0,2015-02-25,2014-12-31
8530.0,8530.0,7171,MCK,6705.28,2021-02-02,2020-12-31
24856.0,24856.0,7171,MCK,6685.8,2017-02-07,2016-12-31
180711.0,180711.0,1690,AAPL,6640.6,2022-12-08,2022-10-31
5606.0,5606.0,156155,SNX,6635.4,2025-11-25,2025-10-31
6946.0,6946.0,5073,GM,6588.0,2025-02-14,2024-12-31
1602.0,1602.0,2751,CAH,6538.0,2020-01-30,2019-12-31
1602.0,1602.0,2751,CAH,6520.0,2017-02-02,2016-12-31
18468.0,18468.0,4503,XOM,6519.6,2015-02-04,2014-12-31
116029.0,116029.0,4503,XOM,6519.6,2015-02-04,2014-12-31
2176.0,2176.0,65417,YUM,6488.375,2025-02-22,2024-12-31
8530.0,8530.0,7171,MCK,6484.82,2015-01-27,2014-12-31
2176.0,2176.0,65417,YUM,6470.661,2024-02-24,2023-12-31
28195.0,28195.0,1690,AAPL,6442.7,2021-09-29,2021-08-31
1602.0,1602.0,7171,MCK,6440.0,2014-01-28,2013-12-31
2403.0,2403.0,8530,PFE,6438.0,2019-01-24,2018-12-31
6946.0,6946.0,5073,GM,6424.0,2016-02-26,2015-12-31
6946.0,6946.0,5073,GM,6394.0,2014-03-03,2013-12-31
2176.0,2176.0,65417,YUM,6385.08,2023-02-25,2022-12-31
12384.0,12384.0,14729,USA,6384.0,2016-02-04,2015-12-31
6008.0,6008.0,5606,HPQ,6372.12,2025-01-30,2024-12-31
28195.0,28195.0,1690,AAPL,6360.82,2022-09-27,2022-08-31
6008.0,6008.0,5606,HPQ,6342.36,2026-01-22,2025-12-31
18468.0,18468.0,186989,MPC,6337.35,2014-02-05,2013-12-31
116029.0,116029.0,186989,MPC,6337.35,2014-02-05,2013-12-31
156155.0,156155.0,1690,AAPL,6331.096,2024-01-09,2023-11-30
18468.0,18468.0,4503,XOM,6311.7,2022-02-09,2021-12-31
116029.0,116029.0,4503,XOM,6311.7,2022-02-09,2021-12-31
6946.0,6946.0,5073,GM,6303.0,2019-02-22,2018-12-31
2817.0,2817.0,1598,AME,6297.0,2015-01-27,2014-12-31
156155.0,156155.0,5606,HPQ,6250.809,2026-01-08,2025-11-30
5180.0,5180.0,14729,USA,6241.982,2016-02-03,2015-12-31
156155.0,156155.0,5606,HPQ,6234.381,2023-01-10,2022-11-30
6946.0,6946.0,5073,GM,6202.0,2012-02-23,2011-12-31
28195.0,28195.0,1690,AAPL,6186.716,2018-09-25,2018-08-31
6946.0,6946.0,5073,GM,6162.0,2024-02-09,2023-12-31
15509.0,15509.0,14729,USA,6121.0,2014-02-24,2013-12-31
8530.0,8530.0,7171,MCK,6082.2,2014-01-28,2013-12-31
6946.0,6946.0,4839,F,6058.0,2018-02-22,2017-12-31
116029.0,116029.0,186989,MPC,6047.52,2013-02-06,2012-12-31
2817.0,2817.0,1598,AME,6043.0,2013-01-28,2012-12-31
145552.0,145552.0,141277,EXAS,6011.6,2019-02-05,2018-12-31
24856.0,24856.0,2751,CAH,6007.1,2022-02-01,2021-12-31
24856.0,24856.0,7171,MCK,6004.61,2018-02-06,2017-12-31
24856.0,24856.0,7171,MCK,5973.6,2015-02-03,2014-12-31
12171.0,12171.0,1690,AAPL,5958.232,2019-03-07,2019-01-31
6008.0,6008.0,5606,HPQ,5938.7,2017-01-26,2016-12-31
2817.0,2817.0,1598,AME,5929.0,2024-02-05,2023-12-31
12171.0,12171.0,1690,AAPL,5919.747,2020-03-05,2020-01-31
6946.0,6946.0,5073,GM,5903.0,2023-02-10,2022-12-31
28195.0,28195.0,1690,AAPL,5899.34,2023-09-28,2023-08-31
1602.0,1602.0,7171,MCK,5898.0,2013-01-23,2012-12-31
15520.0,15520.0,21630,STOR,5867.9,2022-03-17,2022-01-31
8530.0,8530.0,2751,CAH,5849.6,2024-01-30,2023-12-31
145552.0,145552.0,141277,EXAS,5805.84,2018-02-06,2017-12-31
2817.0,2817.0,1598,AME,5787.0,2025-01-30,2024-12-31
211819.0,211819.0,35959,UK,5763.649,2023-05-18,2023-03-31
2817.0,2817.0,1598,AME,5752.0,2012-01-26,2011-12-31
24856.0,24856.0,7171,MCK,5750.8,2025-02-11,2024-12-31
2817.0,2817.0,1598,AME,5735.0,2014-01-27,2013-12-31
6946.0,6946.0,5073,GM,5732.0,2020-02-21,2019-12-31
6946.0,6946.0,4839,F,5721.0,2019-02-22,2018-12-31
28349.0,28349.0,141277,EXAS,5714.386,2024-02-07,2023-12-31
6946.0,6946.0,5073,GM,5704.0,2013-03-01,2012-12-31
24856.0,24856.0,7171,MCK,5694.36,2024-02-06,2023-12-31
2176.0,2176.0,65417,YUM,5686.75,2022-02-26,2021-12-31
6946.0,6946.0,4839,F,5667.0,2017-02-24,2016-12-31
2403.0,2403.0,7171,MCK,5640.25,2019-01-24,2018-12-31
28195.0,28195.0,1690,AAPL,5562.11,2019-09-24,2019-08-31
2176.0,2176.0,65417,YUM,5550.38,2020-02-22,2019-12-31
2403.0,2403.0,7171,MCK,5523.0,2012-01-26,2011-12-31
3650.0,3650.0,8253,PCAR,5500.0,2024-02-06,2023-12-31
2176.0,2176.0,65417,YUM,5498.57,2019-02-23,2018-12-31
18468.0,18468.0,4503,XOM,5492.37,2014-02-05,2013-12-31
116029.0,116029.0,4503,XOM,5492.37,2014-02-05,2013-12-31
180711.0,180711.0,1690,AAPL,5490.0,2021-12-09,2021-10-31
211819.0,211819.0,35959,UK,5485.603,2021-05-20,2021-03-31
116029.0,116029.0,186989,MPC,5484.0,2012-02-08,2011-12-31
2176.0,2176.0,65417,YUM,5475.25,2018-02-24,2017-12-31
24856.0,24856.0,7171,MCK,5461.0,2022-02-01,2021-12-31
24856.0,24856.0,7171,MCK,5456.2,2023-02-02,2022-12-31
28195.0,28195.0,1690,AAPL,5453.288,2020-09-24,2020-08-31
6008.0,6008.0,5606,HPQ,5422.8,2024-01-25,2023-12-31
3650.0,3650.0,8253,PCAR,5400.0,2025-02-04,2024-12-31
8530.0,8530.0,2751,CAH,5364.7,2019-01-29,2018-12-31
6946.0,6946.0,4839,F,5317.0,2024-02-09,2023-12-31
8530.0,8530.0,2751,CAH,5308.74,2013-01-29,2012-12-31
6946.0,6946.0,4839,F,5296.0,2025-02-14,2024-12-31
8530.0,8530.0,2751,CAH,5282.4,2017-01-31,2016-12-31
6946.0,6946.0,4839,F,5270.0,2020-02-21,2019-12-31
2817.0,2817.0,1598,AME,5270.0,2016-01-28,2015-12-31
8530.0,8530.0,2751,CAH,5254.6,2018-01-30,2017-12-31
145552.0,145552.0,141277,EXAS,5253.56,2017-02-07,2016-12-31
6946.0,6946.0,101276,STLA,5246.0,2024-02-09,2023-12-31
2817.0,2817.0,1598,AME,5232.0,2023-01-31,2022-12-31
180711.0,180711.0,1690,AAPL,5212.0,2018-12-06,2018-10-31
24856.0,24856.0,2751,CAH,5184.69,2021-02-04,2020-12-31
24856.0,24856.0,31673,COR,5175.72,2025-02-11,2024-12-31
8530.0,8530.0,2751,CAH,5175.0,2020-01-28,2019-12-31
6946.0,6946.0,15172,FCAU,5173.0,2020-02-21,2019-12-31
2176.0,2176.0,65417,YUM,5152.4,2021-02-27,2020-12-31
24856.0,24856.0,31673,COR,5152.04,2024-02-06,2023-12-31
8530.0,8530.0,2751,CAH,5149.71,2015-01-27,2014-12-31
28192.0,28192.0,5047,GE,5075.0,2020-01-27,2019-12-31
178083.0,178083.0,14489,DELL,5073.0,2023-03-02,2023-01-31
18468.0,18468.0,186989,MPC,5049.36,2022-02-09,2021-12-31
116029.0,116029.0,186989,MPC,5049.36,2022-02-09,2021-12-31
1602.0,1602.0,2751,CAH,5045.0,2016-01-28,2015-12-31
15520.0,15520.0,21630,STOR,5022.4,2019-04-03,2019-01-31
6946.0,6946.0,101276,STLA,5013.0,2023-02-10,2022-12-31
145552.0,145552.0,141277,EXAS,5007.2,2016-02-09,2015-12-31
2817.0,2817.0,1598,AME,4994.0,2020-01-31,2019-12-31
2403.0,2403.0,7171,MCK,4986.24,2018-02-05,2017-12-31
18468.0,18468.0,186989,MPC,4982.37,2018-02-06,2017-12-31
116029.0,116029.0,186989,MPC,4982.37,2018-02-06,2017-12-31
28349.0,28349.0,141277,EXAS,4961.717,2023-02-01,2022-12-31
24856.0,24856.0,2751,CAH,4960.33,2018-02-06,2017-12-31
28192.0,28192.0,5047,GE,4947.0,2019-02-08,2018-12-31
24856.0,24856.0,7171,MCK,4938.78,2020-02-04,2019-12-31
24856.0,24856.0,7171,MCK,4937.8,2021-02-04,2020-12-31
2817.0,2817.0,1598,AME,4934.0,2019-01-28,2018-12-31
6946.0,6946.0,4839,F,4923.0,2016-02-26,2015-12-31
6946.0,6946.0,5073,GM,4921.0,2021-02-19,2020-12-31
24856.0,24856.0,31673,COR,4910.58,2023-02-02,2022-12-31
2817.0,2817.0,1598,AME,4908.0,2022-01-28,2021-12-31
6946.0,6946.0,4839,F,4904.0,2023-02-10,2022-12-31
24856.0,24856.0,2751,CAH,4895.85,2016-02-02,2015-12-31
8530.0,8530.0,2751,CAH,4885.1,2016-02-02,2015-12-31
6946.0,6946.0,5073,GM,4884.0,2022-02-11,2021-12-31
178083.0,178083.0,14489,DELL,4883.38,2022-02-24,2022-01-31
15520.0,15520.0,21630,STOR,4880.2,2020-03-26,2020-01-31
2403.0,2403.0,8530,PFE,4872.0,2018-02-05,2017-12-31
18468.0,18468.0,2410,BP,4871.2,2024-02-09,2023-12-31
116029.0,116029.0,2410,BP,4871.2,2024-02-09,2023-12-31
24856.0,24856.0,2751,CAH,4862.4,2017-02-07,2016-12-31
6946.0,6946.0,5073,GM,4835.0,2011-02-23,2010-12-31
18468.0,18468.0,186989,MPC,4767.7,2019-02-05,2018-12-31
18468.0,18468.0,4503,XOM,4767.7,2019-02-05,2018-12-31
116029.0,116029.0,186989,MPC,4767.7,2019-02-05,2018-12-31
116029.0,116029.0,4503,XOM,4767.7,2019-02-05,2018-12-31
211819.0,211819.0,35959,UK,4740.039,2024-05-23,2024-03-31
24856.0,24856.0,2751,CAH,4714.29,2020-02-04,2019-12-31
6946.0,6946.0,4839,F,4714.0,2015-02-25,2014-12-31
6946.0,6946.0,101276,STLA,4683.0,2022-02-11,2021-12-31
2403.0,2403.0,7171,MCK,4676.0,2011-01-27,2010-12-31
18468.0,18468.0,170841,PSX,4647.39,2014-02-05,2013-12-31
116029.0,116029.0,170841,PSX,4647.39,2014-02-05,2013-12-31
24856.0,24856.0,2751,CAH,4646.67,2019-02-04,2018-12-31
24856.0,24856.0,7171,MCK,4646.67,2019-02-04,2018-12-31
28349.0,28349.0,141277,EXAS,4611.756,2022-02-02,2021-12-31
1602.0,1602.0,7171,MCK,4591.0,2012-01-26,2011-12-31
28195.0,28195.0,1690,AAPL,4575.149,2017-09-27,2017-08-31
2403.0,2403.0,7171,MCK,4557.68,2013-01-24,2012-12-31
28349.0,28349.0,141277,EXAS,4554.24,2021-02-03,2020-12-31
23812.0,23812.0,101204,SNY,4531.4,2025-02-04,2024-12-31
152149.0,152149.0,141277,EXAS,4521.531,2024-02-07,2023-12-31
180711.0,180711.0,1690,AAPL,4519.4,2019-12-12,2019-10-31
211819.0,211819.0,35959,UK,4517.937,2022-05-19,2022-03-31
3650.0,3650.0,8253,PCAR,4500.0,2023-02-06,2022-12-31
2403.0,2403.0,2751,CAH,4461.0,2012-01-26,2011-12-31
8530.0,8530.0,2751,CAH,4460.28,2014-01-28,2013-12-31
6946.0,6946.0,4839,F,4450.0,2014-03-03,2013-12-31
2817.0,2817.0,1598,AME,4448.0,2021-01-29,2020-12-31
2403.0,2403.0,2751,CAH,4444.65,2020-02-06,2019-12-31
2817.0,2817.0,1598,AME,4431.0,2018-01-25,2017-12-31
28195.0,28195.0,1690,AAPL,4404.741,2016-09-21,2016-08-31
28349.0,28349.0,141277,EXAS,4355.375,2020-02-04,2019-12-31
6946.0,6946.0,101276,STLA,4330.0,2025-02-14,2024-12-31
112876.0,112876.0,2410,BP,4311.7,2014-01-30,2013-12-31
28195.0,28195.0,1690,AAPL,4295.807,2015-09-24,2015-08-31
2403.0,2403.0,7171,MCK,4273.94,2017-01-26,2016-12-31
18468.0,18468.0,2410,BP,4207.8,2022-02-09,2021-12-31
6946.0,6946.0,4839,F,4205.0,2022-02-11,2021-12-31
2817.0,2817.0,1598,AME,4201.0,2017-01-26,2016-12-31
8530.0,8530.0,2751,CAH,4190.8,2021-02-02,2020-12-31
12756.0,12756.0,36570,API,4143.94,2024-02-23,2023-12-31
145552.0,145552.0,141277,EXAS,4140.0,2015-02-03,2014-12-31
152149.0,152149.0,141277,EXAS,4133.089,2025-02-05,2024-12-31
178083.0,178083.0,14489,DELL,4118.45,2021-02-25,2021-01-31
16477.0,16477.0,4839,F,4097.565,2016-01-28,2015-12-31
12171.0,12171.0,5606,HPQ,4096.285,2019-03-07,2019-01-31
12171.0,12171.0,20779,CSCO,4096.285,2019-03-07,2019-01-31
2403.0,2403.0,2751,CAH,4092.0,2011-01-27,2010-12-31
100718.0,100718.0,7171,MCK,4064.736,2023-05-11,2023-03-31
8530.0,8530.0,2751,CAH,4064.4,2022-02-08,2021-12-31
12756.0,12756.0,36570,API,4051.602,2023-02-16,2022-12-31
112876.0,112876.0,2410,BP,4045.395,2013-01-31,2012-12-31
18468.0,18468.0,186989,MPC,4040.28,2020-02-04,2019-12-31
