gvkey,conm,tic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
012767,OVABLOC INC,3OVAB,C,01,LC,10378,8296,1986-06-17,1987-12-01
012768,CRAFT WORLD INTL INC,CWDI,C,01,LU,11418,9255,1987-06-15,1989-05-31
012769,STROBER ORGANIZATION INC,STRB.,P,01,LC,10830,8716,1986-11-07,1997-03-27
012770,HUFFMAN KOOS INC,HUFK,P,01,LC,10845,8729,1986-11-13,1995-10-27
012771,GRIFFITH CONSUMERS CO INC,FUEL.,P,01,LU,10841,8724,1986-11-12,1994-12-30
012772,INTERCONTINENTAL ENTERPRISES,ENTI.,C,01,LU,10840,8723,1986-11-11,1992-03-26
012773,JAM INC,JAMY,C,01,LU,10868,8749,1986-11-19,1992-05-01
012774,SPRINGBOARD SOFTWARE INC,SPBD,P,01,LU,10849,8733,1986-11-13,1989-06-30
012775,DVI INC,DVIXQ,P,01,LU,11159,8734,1987-03-10,2003-08-13
012776,GREENERY REHABILITATION GRP,GRG.2,P,01,LU,88429,7897,1985-12-04,1994-02-28
012777,TOTAL HEALTH SYSTEMS INC,TLHT,P,01,LU,10602,8505,1986-08-21,1990-02-28
012779,AMERICAN CONSOLIDATED GROWTH,AMGC.,C,01,LU,51394,5753,1985-01-31,1992-01-22
012779,AMERICAN CONSOLIDATED GROWTH,AMGC.,C,00X,LU,51394,5753,1985-01-01,1985-01-30
012780,CADEMA CORP,CIBM.,C,01,LU,57198,3174,1986-12-31,1993-05-24
012780,CADEMA CORP,CIBM.,C,00X,LU,57198,3174,1985-01-01,1986-12-30
012782,CAPITAL GOLD CORP,CGC.4,C,01,LC,93238,53336,2010-02-02,2011-04-29
012782,CAPITAL GOLD CORP,CGC.4,C,01,LC,49016,6930,1984-03-19,1992-05-01
012785,PILGRIM'S PRIDE CORP,PPC,P,01,LC,93179,53305,2009-12-29,E
012785,PILGRIM'S PRIDE CORP,PPC,J,02,LC,87040,21407,1999-08-02,2003-11-21
012785,PILGRIM'S PRIDE CORP,PPC,P,01,LC,70965,21407,1986-11-14,2008-12-01
012787,CLAIRSON INTERNATIONAL CORP,3CLIC.,P,01,LU,10861,8744,1986-11-18,1990-03-30
012788,HARMAN INTERNATIONAL INDS,HAR,P,01,LU,75224,8741,1986-11-14,2017-03-31
012789,LOJACK CORP,LOJN,P,01,LU,89659,7705,1985-08-23,2016-03-31
012791,BROADCAST INTERNATIONAL INC,BCST,P,01,LC,48806,7179,1985-01-01,1998-10-07
012792,MEDPHONE CORP,3MPHO,C,01,LU,10350,8273,1986-06-10,1993-03-31
012793,AMERICAN TV & COMMUN  -CL A,ATCMA,P,01,LU,10570,8478,1986-08-12,1992-06-30
012794,FARRAGUT MORTGAGE CO INC,3FMTGE,C,01,LU,10872,8753,1986-11-20,1994-05-16
012795,UNITED INVESTORS MGMT CO,UTD,P,01,LU,12100,8401,1986-08-07,1993-10-29
012796,CORELOGIC INC,CLGX,J,02,LC,75868,1629,1989-11-21,1992-09-24
012796,CORELOGIC INC,CLGX,P,03,LC,35124,1629,1980-01-31,2021-06-30
012796,CORELOGIC INC,CLGX,C,00X,LC,35124,1629,1980-01-01,1980-01-30
012797,DIGITAL METCOM INC,DMET,C,02,LU,10374,8291,1986-06-17,1991-12-23
012798,IIC INDUSTRIES INC,IICR,P,01,LU,46034,2300,1984-01-31,2002-03-28
012798,IIC INDUSTRIES INC,IICR,C,00X,LU,46034,2300,1984-01-01,1984-01-30
012799,SAZTEC INTERNATIONAL INC,3SAZZ,C,01,LU,10842,8726,1986-11-28,1995-11-13
012799,SAZTEC INTERNATIONAL INC,3SAZZ,C,00X,LU,10842,8726,1986-11-12,1986-11-27
012800,INTEX SOFTWARE SYSTEMS INTL,TEXT,C,01,LU,10497,8412,1986-07-18,1987-12-14
012801,AXION INTL HOLDINGS INC,AXIHQ,P,01,LC,10881,8760,1986-11-24,2007-04-03
012802,MUNICIPAL DEVELOPMENT CORP,3MUNIE,P,01,LU,10181,8124,1986-04-22,1990-03-30
012803,GIGAMON INC,GIMO,P,01,LC,13992,54447,2013-06-12,2017-12-29
012804,VERSAR INC,VSRI,P,01,LU,71191,21863,1986-11-20,2017-11-30
012805,WESTON (ROY F)  -SER A,WSTNA,P,01,LU,10484,8404,1986-07-17,2001-06-29
012808,CAMILLE ST MORITZ INC,CMILE,P,01,LU,10896,8771,1986-12-01,1990-07-31
012809,FERTIL-A-CHRON INC,FEKR,C,01,LU,87784,7420,1985-02-11,1990-06-26
012810,INTELLICARD INTL INC,3ILLC,C,01,LU,89034,7348,1985-01-31,1987-05-14
012811,WENDT BRISTOL CO,WNDT.,P,01,LU,10899,8776,1986-12-02,1989-03-31
012813,AUTOBANC INC,NOTE.1,C,01,LU,10894,8768,1986-11-28,1991-12-05
012814,RIDGEWOOD HOTELS INC,3RWHTE,C,01,LU,91505,7933,1986-01-31,1989-05-19
012815,RENTRAK CORP,RENT.1,P,01,LU,10853,8738,1986-11-14,2016-01-31
012816,RIGHT MANAGEMENT CONSULTANTS,RHT.2,P,01,LU,10876,8755,1986-11-20,2004-01-30
012817,STRATEGIC PLANNING  -CL B,SPAIB,P,01,LU,10871,8752,1986-11-20,1990-02-28
012818,PERSPECTIVE THERAPEUTICS INC,CATX,C,01,LC,22323,6905,2007-04-19,E
012818,PERSPECTIVE THERAPEUTICS INC,CATX,C,01,LC,22323,6905,1990-03-05,1992-03-22
012818,PERSPECTIVE THERAPEUTICS INC,CATX,C,01,LC,22323,6905,1984-03-08,1989-09-11
012819,FERTILITY & GENETICS RES,BABY.1,C,01,LU,10433,7904,1986-07-01,1990-06-20
012820,PHP HEALTHCARE CORP,3PHPC,P,01,LU,10870,8751,1986-11-20,1998-11-18
012821,NGAS RESOURCES INC,NGAS,P,01,LU,78436,27301,1985-01-31,2011-04-29
012822,FEDERAL RESOURCES CORP,FDRC,C,01,LU,41769,8814,1965-03-30,1989-05-24
012823,ATLANTIS MINING & MFG CO,AMMIE,C,01,LU,10502,8419,1986-07-18,1989-07-07
012824,LML PAYMENT SYSTEMS INC,LMLP.1,P,01,LC,77733,6106,1985-01-31,2013-01-31
012825,J & J SNACK FOODS CORP,JJSF,P,01,LU,10026,7976,1986-02-04,E
012826,HANSON PLC,HAN,P,90,LC,70682,20878,1986-11-03,2007-08-22
012827,PULITZER INC,PTZ,P,01,LC,86758,35016,1999-03-19,2005-06-03
012827,PULITZER INC,PTZ,P,01,LC,10929,8807,1986-12-31,1999-03-18
012828,NUTRITION 21 INC,NXXIQ,P,01,LC,10994,8527,1986-12-26,2009-10-19
012829,AMERN SAFETY CLOSURE,CLOS,C,02,LU,75504,8349,1986-06-30,1995-04-11
012830,CR/PL INC,5731B,C,01,LU,10915,8791,1986-12-05,1987-10-30
012831,HDR POWER SYSTEMS INC,HDRP,P,01,LU,10869,8750,1986-11-19,1993-08-31
012832,CHECKROBOT INC,CKRB,P,01,LU,86554,7773,1985-10-04,1991-07-31
012833,DELEK LOGISTICS PARTNERS LP,DKL,P,01,LC,13681,54259,2012-11-02,E
012834,CAPRIUS INC,CAPI,P,01,LC,11122,6300,1985-01-01,1999-06-07
012835,ALYX MEDICAL INSTRUMENTS INC,5713B,P,01,LU,10732,8236,1986-10-06,1988-02-29
012836,ACROBE AUTOMATION TECH INC,ACRBE,C,01,LU,85076,7731,1985-11-22,1987-08-24
012837,ADVANCE DISPLAY TECHNOLOGIES,3ADTI,C,01,LU,10152,8099,1986-04-08,1990-05-24
012838,BIOSONICS INC,3BISNE,C,01,LU,18236,6654,1985-01-31,1989-12-08
012839,CONTRACAP INC,CAPS.1,P,01,LU,26973,5294,1985-01-31,1988-08-11
012840,HEARTLAND EXPRESS INC,HTLD,P,01,LU,10812,8702,1986-11-05,E
012841,AMERICAN CELLULAR NETWORK CP,AMLL,P,01,LU,12635,6079,1985-01-31,1988-04-29
012842,ALLWASTE INC,ALW.,P,01,LU,10914,8790,1986-12-05,1997-08-29
012843,CONVERSION INDS INC,CVII.1,C,02,LU,12003,22323,1985-09-09,1994-10-11
012844,SPECIALTY RETAIL CONCEPTS,PNUTE,P,01,LU,91986,7675,1986-06-30,1987-11-30
012845,UNI-MARTS INC,UNI.2,P,03,LC,10908,8785,1993-07-27,2004-06-30
012845,UNI-MARTS INC,UNI.2,J,01,LC,10908,8785,1993-07-01,1993-07-26
012845,UNI-MARTS INC,UNI.2,P,01,LC,10908,8785,1986-12-05,1993-06-30
012846,LUMEN TECHNOLOGIES INC.1,LNM,C,01,LC,83442,31628,1996-05-06,1999-01-04
012846,LUMEN TECHNOLOGIES INC.1,LNM,C,01,LC,75056,8774,1986-12-31,1996-05-03
012847,CREATIVE TECHNOLOGIES CORP,CRTV,C,01,LU,10419,8337,1986-06-26,1996-12-18
012848,NATIONAL HEALTH ENHANCE SYS,NHES,P,01,LC,10893,8767,1986-11-25,1997-12-29
012849,ATNN INC,3ATNN,P,01,LU,10385,8303,1986-07-31,1992-05-29
012850,CERNER CORP,CERN,P,01,LU,10909,8786,1987-01-30,2022-06-30
012851,COLOROCS CORP,3CLRXQ.,C,01,LU,10190,8104,1986-04-25,1992-01-31
012852,BRANDPARTNERS GROUP INC,BPTR,P,02,LC,88630,8795,2000-09-22,2003-08-28
012852,BRANDPARTNERS GROUP INC,BPTR,P,01,LC,11015,8795,1987-01-13,1989-07-05
012853,HUNTER ENVIRONMENTAL SERVICE,3HESIE,C,01,LU,10910,8787,1986-12-05,1993-03-23
012854,HENLEY  -LP,HYNLZ,P,01,LU,70391,20322,1986-12-04,2003-04-16
012855,NOBEL LEARNING CMNTYS INC,NLCI,C,01,LC,62296,6175,1993-07-16,2011-08-09
012855,NOBEL LEARNING CMNTYS INC,NLCI,C,01,LC,62296,6175,1985-10-31,1992-06-08
012857,HEMERDON MINING & SMELTING,HMSLF,P,01,LC,78301,26141,1984-12-31,1987-02-26
012858,CITADEL GOLD MINES INC-OLD,7417B,C,01,LC,78505,26301,1984-01-31,1991-02-19
012859,CUSAC GOLD MINES LTD,3CUSIF,P,01,LU,78271,26180,1983-12-30,1998-08-19
012860,LAURION MINERALS EXPL INC,LMEFF,C,01,LC,78550,26181,1985-02-25,1991-06-19
012861,DYNAPAC INC,DYNO,C,01,LC,87442,7342,1984-12-13,1986-12-16
012862,STARTRONIX INTERNATIONAL INC,STNX,C,01,LU,10454,8369,1986-07-07,1993-10-21
012863,GRANDVIEW RESOURCES INC,GNDWF,P,01,LC,78596,26149,1986-07-11,1988-05-31
012864,HORIZON RESOURCES CORP,3HRIZE,C,01,LU,10783,8554,1986-10-23,1993-12-01
012866,SKYLINE CHILI INC,SKC.2,P,01,LU,10905,8781,1986-12-03,1998-04-30
012867,MAYFAIR INDUSTRIES INC,6600B,P,01,LU,10918,8794,1986-12-09,1989-05-31
012868,QUIKSILVER INC,ZQKSQ,P,01,LU,75527,8820,1986-12-16,2016-02-29
012869,GENERAL GENETICS CORP,3GENG.,P,01,LU,38413,5740,1984-01-31,1990-10-31
012870,DATA MEASUREMENT CORP,DMCB,P,01,LU,10969,8843,1986-12-18,1996-01-31
012871,ADV PRODUCTS & TECHNL,3APDU,C,01,LU,10930,8808,1986-12-11,1990-02-16
012872,ALLIANT COMPUTER SYSTEMS CP,3ALCS,C,01,LC,10953,8827,1986-12-17,1991-10-17
012873,ARCTURUS INC,5221B,P,01,LU,10936,8772,1986-12-12,1987-12-31
012874,ICAD INC,ICAD,P,01,LC,88779,7343,1985-01-31,2025-07-31
012874,ICAD INC,ICAD,C,00X,LC,88779,7343,1985-01-01,1985-01-30
012875,FIRST MEDICAL DEVICES CORP,FMDC,P,01,LU,10450,8366,1986-07-03,1990-04-30
012876,DENNING MOBILE ROBOTICS,3DMRIE,C,01,LU,29400,6303,1985-01-31,1991-10-15
012877,FOUNTAIN POWERBOAT INDS INC,FPWBQ,P,01,LC,10924,8801,1986-12-10,2009-02-06
012878,EPIC HEALTH GROUP INC,EPIC.1,P,01,LU,10947,6128,1985-01-31,1990-08-31
012878,EPIC HEALTH GROUP INC,EPIC.1,C,00X,LU,10947,6128,1983-12-01,1985-01-30
012879,SPECTRASCIENCE INC,SCIE,C,01,LC,88234,7300,1996-05-15,1999-03-17
012879,SPECTRASCIENCE INC,SCIE,C,01,LC,88234,7300,1986-01-31,1994-05-26
012879,SPECTRASCIENCE INC,SCIE,C,00X,LC,88234,7300,1985-01-01,1986-01-30
012880,ROGERS CABLESYS OF AM,5809B,P,01,LU,91513,7856,1986-01-31,1987-12-31
012881,FUTURA WEST INC,3FWCI,C,01,LU,37947,6963,1984-04-04,1989-12-08
012882,RAPITECH SYSTEMS INC,3RPSYE,C,01,LU,10927,8804,1986-12-11,1989-07-25
012883,INTERSOLV,ISLI,P,01,LU,75528,8828,1986-12-17,1998-09-30
012884,COMVERSE TECHNOLOGY INC,CMVT,P,01,LC,10942,8818,2011-09-23,E
012884,COMVERSE TECHNOLOGY INC,CMVT,P,01,LC,10942,8818,1986-12-15,2007-01-31
012885,EXECUTIVE TELECOMMUNICATIONS,6316B,C,01,LU,87709,7716,1985-09-05,1988-12-30
012886,TWENTY-FIRST CENTURY FOX INC,TFCFA,J,01,LC,90442,21287,2004-12-01,E
012886,TWENTY-FIRST CENTURY FOX INC,TFCFA,P,01,LC,90442,21287,2004-11-12,2004-11-30
012886,TWENTY-FIRST CENTURY FOX INC,TFCFA,P,04,LC,90441,21287,2004-12-01,E
012886,TWENTY-FIRST CENTURY FOX INC,TFCFA,J,04,LC,90441,21287,2004-11-12,2004-11-30
012886,TWENTY-FIRST CENTURY FOX INC,TFCFA,P,01,LC,69593,21287,1986-05-20,2004-11-02
012891,NAYLOR INDUSTRIES INC,NALR,P,01,LU,10964,8837,1986-12-16,1993-07-30
012892,SUNOCO LP,SUN,P,01,LC,13584,54183,2012-09-21,E
012894,IDEAL SCHOOL SUPPLY CORP,5490C,P,01,LU,10925,8802,1987-01-30,1988-07-29
012895,AXIALL CORP,AXLL,P,02,LU,75222,8840,1986-12-17,2016-08-31
012897,INTL TEXAS INDUSTRIES INC,3HFCI.,C,01,LU,10982,8855,1986-12-22,1987-11-06
012898,BOSTON ACOUSTICS INC,BOSA,P,01,LU,10935,8813,1986-12-12,2005-08-31
012899,ADAMS RUSSELL INC/MASS,6703B,P,01,LU,71247,8368,1986-07-07,1989-07-11
012902,BROWN TRANSPORT CO INC,BTCIE,P,01,LU,10934,8812,1986-12-12,1989-08-31
012903,FALCON CABLE SYSTEMS  -LP,FAL.1,P,01,LU,70607,20689,1986-12-23,1996-07-31
012904,REEDS JEWELERS INC,RJI.1,P,01,LU,10972,8844,1986-12-19,2004-05-28
012905,TRUST AMERICA SERVICE CP,3TAMVQ,P,01,LU,75190,8800,1986-12-10,1990-03-30
012907,LOS ANGELES SECURITIES,LSGA,P,01,LC,10695,8597,1986-09-24,1988-11-30
012908,CRITERION GROUP INC  -CL A,CRITA,P,01,LU,10811,8701,1986-11-05,1989-06-30
012909,MARKEL GROUP INC,MKL,P,01,LU,10933,8811,1986-12-12,E
012910,ROBERT-MARK INC  -CL A,3RMAKA,C,01,LC,72602,21517,1987-02-06,1992-03-27
012911,DRYCLEAN USA INC-OLD,DUSA.,P,01,LU,10948,8821,1987-01-30,1988-06-30
012912,CHINATEK INC,CTEKE,C,01,LU,80518,13079,1994-05-16,1995-06-21
012913,TANGRAM ENTP SOLUTIONS,3TESI,C,01,LU,10987,8860,1986-12-23,2002-10-09
012915,ORASURE TECHNOLOGIES INC,OSUR,P,01,LU,10860,8743,1986-11-17,E
012916,GOLDEN CYCLE GOLD CORP,GCGC,C,01,LC,39301,6119,2006-03-08,2008-06-30
012916,GOLDEN CYCLE GOLD CORP,GCGC,C,01,LC,39301,6119,1983-12-30,1992-06-29
012917,ZAXIS INTL INC,MRLA,C,01,LU,10789,8680,1986-10-24,1989-10-16
012918,IMAGE MANAGEMENT SYSTEMS INC,IMSR.1,P,01,LU,10221,8150,1986-05-07,1988-06-30
012919,DISC TECHNOLOGY CORP,DSTC,C,01,LU,10996,8868,1986-12-29,1987-10-26
012920,VIRAL RESPONSE SYSTEMS INC,VRSI,C,01,LU,10686,8582,1986-09-23,1992-09-03
012921,PROFIT TECHNOLOGY INC,3PRTE.,P,01,LU,91249,7224,1984-09-13,1991-06-28
012922,IVCI CORP  -CL B,3IVCIB,C,01,LU,88875,7796,1986-01-31,1991-09-13
012924,VERTEX COMMUNICATIONS CORP,VTX.1,P,01,LU,92866,7896,1986-01-31,2000-02-29
012925,FBX CORP,FBXCC,P,01,LU,10960,8833,1986-12-17,1990-06-29
012926,FRP HOLDINGS INC,FRPH,P,01,LC,10443,8360,1986-07-02,E
012927,STATESWEST AIRLINES,3SWAL,C,02,LU,10329,8250,1986-06-06,1992-04-30
012929,MTECH CORP,MTCH.2,P,01,LU,10973,8845,1986-12-19,1988-06-30
012931,AMERICAN LEARNING CORP -OLD,7629B,P,01,LU,10538,8448,1986-07-31,1991-08-30
012937,NORTH AMER COMM CORP-NEW,NACS,P,01,LU,10229,8155,1986-05-07,1988-02-29
012940,CROSSLAND INDUSTRIES CORP,CROSF.,C,01,LC,78477,26179,1986-12-29,1987-06-11
012940,CROSSLAND INDUSTRIES CORP,CROSF.,C,01,LC,78477,26179,1984-01-31,1986-09-15
012941,TRIAN EQUITIES LTD,3TEQEF,P,01,LU,78377,4548,1986-07-31,1991-10-31
012942,REGENERX BIOPHARMACEUTICALS,RGRX,C,01,LC,90626,46428,2005-03-28,2010-12-22
012942,REGENERX BIOPHARMACEUTICALS,RGRX,C,01,LC,10986,8859,1986-12-23,1995-05-24
012943,CPC REXCEL INC,CPST.,P,01,LU,10980,8853,1987-01-30,1992-11-30
012944,LOWRANCE ELECTRONICS INC,LEIX,P,01,LC,10984,8857,1986-12-23,2006-03-31
012945,PLEXUS CORP,PLXS,P,01,LU,10032,7980,1986-02-05,E
012946,DATAMAG INC,DMAG,C,01,LU,11008,8881,1987-01-08,1990-06-29
012947,LECTEC CORP  -OLD,LECT.1,P,01,LC,10966,8839,1986-12-17,2002-11-25
012948,MICRON PRODUCTS INC,7550B,P,01,LC,70850,21200,1986-12-11,1991-12-27
012949,DIRECT PHARMACEUTICAL CORP,3DPRX,P,01,LU,87330,7843,1986-01-31,1991-04-30
012950,AIRGAS INC,ARG,P,01,LU,70308,20033,1986-12-19,2016-05-20
012951,BILDNER (J.) & SONS INC,JBIEQ,C,01,LU,10678,8581,1986-09-22,1988-07-25
012952,TIPTON CENTERS INC,TIPT.,P,01,LU,10473,8390,1986-07-11,1987-08-31
012953,PREMIUM RESTAURANT CO,3PRXCE,P,01,LU,11312,8862,1987-05-29,1997-10-08
012953,PREMIUM RESTAURANT CO,3PRXCE,C,00X,LU,11312,8862,1987-05-11,1987-05-28
012954,HONEYBEE INC,HBE.2,P,01,LC,70711,25851,1986-12-19,1988-08-22
012955,BPP LIQUIDATING TRUST,3BPPNZ,P,01,LU,75040,8876,1987-01-05,2002-06-27
012956,INCOME OPPORTUNITY RLTY INVS,IOR,P,02,LU,75069,20974,1987-05-20,E
012957,DESK TOP FINANCIAL SOLUTIONS,3DESKE,C,01,LU,11013,8884,1987-01-12,1988-08-11
012958,LEO'S INDUSTRIES INC,7182B,P,01,LU,10125,8055,1986-03-20,1991-09-30
012959,FIRST PROVIDENT GROUP INC,FPGI,C,01,LU,11007,8880,1987-01-09,1992-02-28
012960,CAROLCO PICTURES INC-OLD,CRCP,C,01,LU,70455,20395,1986-11-26,1994-10-04
012961,INTERWEST MEDICAL CORP,IWSM,C,01,LC,73745,6110,1985-04-30,1992-07-13
012961,INTERWEST MEDICAL CORP,IWSM,C,00X,LC,73745,6110,1985-01-01,1985-04-29
012962,H E VENTURES INC,HEVNE,P,01,LU,88496,7695,1985-08-16,1990-02-28
012964,CADIZ INC,CDZI,P,01,LU,85570,7556,1985-05-23,E
012965,GYNEX PHARMACEUTICALS,GYNX,P,01,LU,11692,8823,1987-09-17,1993-08-31
012966,VISTA CHEMICAL CO,7375B,P,01,LU,71204,21870,1986-12-11,1991-06-07
012967,VISION SCIENCES INC,VSSC,C,01,LC,10988,8861,1986-12-23,1991-03-04
012968,JTS CORP,JTSC,C,01,LU,70375,20225,1986-11-07,1998-05-15
012969,HEARTHBRITE INDS INC,HBRI,P,01,LU,75532,8897,1987-01-16,1988-03-31
012970,INTL SURGICAL & PHARM,SURG.1,P,01,LU,10237,8161,1986-05-08,1988-09-14
012972,INGLES MARKETS INC  -CL A,IMKTA,P,01,LU,11701,9522,1987-09-22,E
012973,ATLANTIC GROUP INC,ATLG,P,01,LC,58740,3295,1986-11-01,1991-11-18
012974,PCS INC,PCSI.1,P,01,LU,10885,8763,1987-01-30,1990-04-30
012975,COMPUTER AIDED TIME SH,5741B,P,02,LU,10323,8242,1986-06-05,1987-08-31
012976,SEARS HOMETOWN & OUTLET STR,SHOS,P,01,LC,13656,54517,2012-10-12,2019-10-31
012977,CLARK (DICK) PRODUCTIONS INC,DCPI.,P,01,LU,11005,8877,1987-01-07,2002-07-31
012978,KRAFT FOODS GROUP INC,KRFT,P,01,LC,13598,54193,2012-10-01,2015-07-02
012987,XWELL INC,XWEL,P,01,LC,12017,53444,2012-07-31,E
012992,BALDWIN TECHNOLOGY CO  -CL A,BLD.2,P,01,LU,71538,20255,1987-01-16,2012-03-30
012994,GAS NATURAL INC,EGAS,P,01,LC,10001,7953,1986-01-09,2017-08-31
013003,JOY GLOBAL INC,JOY,P,02,LC,89105,41977,2001-08-01,2017-04-28
013003,JOY GLOBAL INC,JOY,P,01,LC,32563,20882,1966-01-31,1999-12-08
013004,GOLDEN PRINCESS MINING CORP,5223B,C,01,LC,78299,2146,1986-01-31,1987-03-16
013005,INSITUFORM MID-AMER  -CL A,INSMA,P,01,LC,11035,8904,1987-01-22,1995-10-24
013006,PRIVATE BRANDS INC,PRIB.,C,01,LU,11177,8905,1987-03-16,1992-08-04
013007,OPTIMUM MANUFACTURING  -CL A,OMFGA,P,01,LU,10000,7952,1986-01-07,1987-06-30
013008,NYCOR INC,NYCO,J,04,LC,76552,8887,1991-01-22,1996-08-13
013008,NYCOR INC,NYCO,P,03,LC,11014,8887,1991-02-28,1996-08-13
013008,NYCOR INC,NYCO,N,01,LC,11014,8887,1989-08-31,1991-01-31
013008,NYCOR INC,NYCO,C,01,LC,11014,8887,1987-01-13,1989-08-30
013010,AMERIQUEST TECHNOLOGIES INC,AMQT,P,02,LU,10455,8370,1987-03-31,1998-03-09
013011,NETWORK EQUIPMENT TECH INC,NWK,P,01,LU,11038,8908,1987-01-23,2012-08-31
013012,BIOMEDICAL DYNAMICS CORP,BMDC,P,01,LU,11058,8928,1987-02-02,1992-04-30
013013,SYNOVIS LIFE TECH INC,SYNO.1,P,01,LU,11132,8958,1987-02-25,2012-02-29
013014,NEOLENS INC,NEOL.,P,01,LU,10493,8411,1986-07-17,1995-10-25
013015,MEGAHERTZ HOLDING CORP,MEGZ,P,02,LC,79285,12232,1993-06-24,1995-02-22
013015,MEGAHERTZ HOLDING CORP,MEGZ,P,02,LC,11086,8951,1987-02-27,1993-06-23
013016,DATA TRANSMISSION NETWORK,DTLN,P,01,LU,11072,8940,1987-02-05,2000-04-28
013019,CONCEPT 90 MARKETING INC,3GYMSE,C,01,LU,11049,8917,1987-01-28,1989-03-21
013020,EQUITABLE FINL SERVICES AMER,3EQBTE,C,01,LU,10895,8769,1986-11-28,1987-11-13
013021,BELVEDERE CORP,BLV.1,P,01,LU,71554,20291,1987-01-28,1992-06-11
013023,ZZZZ BEST CO INC,3ZBSTQ,C,01,LU,10919,8796,1986-12-09,1987-07-30
013024,FINEST HOUR INC,PICQE,P,01,LU,11024,8896,1987-01-16,1988-08-08
013025,ADVO INC,AD.1,P,01,LC,10657,8561,1986-09-15,2007-03-30
013026,BCI GEONETICS,3BCGN,C,01,LU,75507,8886,1988-01-20,1988-07-25
013027,GUNDLE/SLT ENVIRONMENTAL INC,0097A,P,01,LU,70674,20863,1986-12-23,2004-05-28
013028,PREMARK INTERNATIONAL INC,PMI.2,P,01,LU,71001,21436,1986-11-24,1999-11-30
013029,PRESTO TEK CORP,PRTKE,C,01,LC,11052,8921,1987-04-30,1990-05-24
013030,SIEM INDUSTRIES SA,SEMUF,C,01,LU,71562,20297,1987-02-04,1998-10-08
013031,MUSICLAND STORES CORP,MLG.1,P,03,LC,77371,28382,1992-02-26,2001-01-31
013031,MUSICLAND STORES CORP,MLG.1,P,04,LC,72311,25873,1987-02-05,1988-08-25
013032,CASH AMERICA INTL INC,CSH.1,P,01,LC,75215,8920,1987-01-29,2016-09-01
013033,COAST SAVINGS FINANCIAL INC,CSA.1,P,01,LU,86714,7927,1985-12-17,1998-02-27
013034,NAVTECH INC,3NAVH,C,02,LU,11091,8955,1987-02-27,1994-05-25
013034,NAVTECH INC,3NAVH,C,00X,LU,11091,8955,1987-02-10,1987-02-26
013035,PRIMROSE TECHNOLOGY CORP,PTEVF,P,01,LU,78526,26143,1984-08-07,1988-02-29
013036,LONDON SILVER CORP,LDNFE,P,01,LC,78508,26195,1985-01-31,1988-09-19
013038,TORTOISE ENERGY INDEPENDENCE,NDP,P,01,LC,13519,54140,2012-07-27,2024-12-31
013039,OXFORD ENERGY CO,OENY,P,01,LU,72389,8495,1986-08-19,1992-09-30
013041,SYNOVUS FINANCIAL CORP,SNV,P,01,LC,20053,781,1981-01-01,2026-01-30
013042,CCB FINANCIAL CORP,CCB.1,P,01,LU,20088,786,1988-01-29,2000-07-31
013042,CCB FINANCIAL CORP,CCB.1,C,00X,LC,20088,786,1988-01-01,1988-01-28
013045,SEAFOODS FROM ALASKA INC,3SEAFE,C,01,LU,11126,8985,1987-02-19,1989-10-16
013046,DELTA WOODSIDE INDUSTRIES,DLWI,P,01,LC,65315,3920,1989-11-16,2004-04-22
013047,VOTRAX INC,3VOTXE,C,01,LC,20205,6153,1986-02-03,1990-01-10
013048,MDT CORP,MDTC.1,P,01,LU,11037,8907,1987-01-22,1996-07-31
013049,PENTECH INTERNATIONAL INC,PNTK,P,01,LU,11127,8986,1987-02-20,2000-07-31
013051,LIBERTY NATIONAL BANCORP/KY,LNBC,P,01,LU,49403,2687,1982-01-29,1994-08-15
013051,LIBERTY NATIONAL BANCORP/KY,LNBC,C,00X,LU,49403,2687,1982-01-01,1982-01-28
013052,LINCOLN FINANCIAL CORP,LFIN.,P,01,LU,49649,2646,1986-01-31,1993-02-26
013052,LINCOLN FINANCIAL CORP,LFIN.,C,00X,LU,49649,2646,1986-01-01,1986-01-30
013053,MAGNA GROUP INC,MGR.1,P,01,LU,50885,5841,1986-01-31,1998-06-30
013053,MAGNA GROUP INC,MGR.1,C,00X,LU,50885,5841,1986-01-01,1986-01-30
013054,NATIONAL COMMERCE FINANCIAL,NCF,P,01,LU,56275,3143,1982-01-29,2004-09-30
013054,NATIONAL COMMERCE FINANCIAL,NCF,C,00X,LU,56275,3143,1982-01-01,1982-01-28
013055,ONE VALLEY BANCORP/WV,OV,P,01,LU,10126,8072,1986-03-20,2000-07-31
013056,PILGRIM HOLDINGS LTD,PILCF,P,01,LU,78478,26167,1985-10-31,1988-02-29
013057,BRANDON SYSTEMS CORP,BRA,P,01,LU,11065,8935,1987-02-03,1996-05-31
013058,GROUP 1 SOFTWARE INC-OLD,GSOF.,P,01,LU,11036,8906,1987-01-22,1998-09-30
013059,ANGEL ENTERTAINMENT INC,AGEL.,C,01,LU,11143,8919,1987-03-02,1990-06-19
013060,ODYSSEY ENTERTAINMENT LTD,ODYY.1,P,01,LU,11115,8975,1987-02-17,1990-09-28
013061,LANDMARK AMERICAN CORP,3LMACE,C,01,LU,72207,9895,1986-12-18,1989-08-07
